,Country,EdLevel,CodingExperiance,Salary
1727,United States of America,Masters,35.0,152000.0
1732,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,46487.0
1733,United Kingdom of Great Britain and Northern Ireland,Bachelor,2.0,59050.0
1735,Canada,Bachelor,3.0,68324.0
1736,Canada,Bachelor,5.0,58563.0
1738,United States of America,Bachelor,1.0,80000.0
1739,United States of America,Bachelor,2.0,99000.0
1745,Germany,Masters,3.0,59508.0
1748,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,75384.0
1750,Germany,Bachelor,3.0,51192.0
1751,United States of America,Bachelor,3.0,66000.0
1754,France,Bachelor,2.0,53322.0
1755,Germany,Masters,5.0,54388.0
1762,United Kingdom of Great Britain and Northern Ireland,Masters,6.0,71614.0
1763,United States of America,less than bachelor's,10.0,150000.0
1764,United States of America,Bachelor,1.0,92700.0
1766,Sweden,less than bachelor's,5.0,48996.0
1767,Italy,less than bachelor's,11.0,63986.0
1768,United Kingdom of Great Britain and Northern Ireland,PostGrad,11.0,57794.0
1769,Sweden,PostGrad,6.0,53628.0
1771,United States of America,Bachelor,7.0,130000.0
1772,United States of America,Bachelor,1.0,60000.0
1777,United States of America,Bachelor,26.0,123000.0
1782,United States of America,Bachelor,8.0,96000.0
1783,Sweden,less than bachelor's,6.0,79236.0
1784,France,less than bachelor's,21.0,82116.0
1789,Germany,Bachelor,6.0,85315.0
1795,United States of America,Bachelor,4.0,115000.0
1796,United States of America,Bachelor,12.0,120000.0
1800,United States of America,less than bachelor's,1.0,82000.0
1804,Netherlands,Masters,4.0,76783.0
1809,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,131921.0
1814,India,Masters,1.0,38692.0
1817,Germany,less than bachelor's,4.0,44796.0
1818,United Kingdom of Great Britain and Northern Ireland,Masters,9.0,72871.0
1824,India,Bachelor,6.0,70935.0
1825,United States of America,Bachelor,3.0,100625.0
1828,Brazil,PostGrad,26.0,47364.0
1829,United States of America,Bachelor,6.0,106000.0
1833,United States of America,Bachelor,9.0,135000.0
1834,France,Bachelor,3.0,33060.0
1835,United States of America,Bachelor,4.0,107000.0
1838,Germany,Masters,7.0,56952.0
1839,United States of America,Bachelor,7.0,132000.0
1845,United States of America,Bachelor,3.0,130000.0
1847,France,Masters,9.0,80623.0
1850,United States of America,Bachelor,1.0,80000.0
1852,United States of America,Bachelor,12.0,150000.0
1854,Sweden,less than bachelor's,9.0,73140.0
1856,United Kingdom of Great Britain and Northern Ireland,PostGrad,4.0,50256.0
1857,Germany,less than bachelor's,23.0,78916.0
1858,Netherlands,Masters,9.0,51192.0
1860,Canada,Masters,2.0,62467.0
1861,United States of America,Bachelor,4.0,60800.0
1862,United States of America,Masters,11.0,126000.0
1864,Spain,Bachelor,7.0,34548.0
1865,United States of America,Bachelor,1.0,101000.0
1867,United States of America,Masters,2.0,75000.0
1870,Netherlands,Bachelor,4.0,93846.0
1871,United Kingdom of Great Britain and Northern Ireland,Bachelor,18.0,67845.0
1872,United States of America,less than bachelor's,20.0,115000.0
1875,United States of America,Bachelor,6.0,110000.0
1878,Canada,Masters,10.0,62467.0
1879,United States of America,Bachelor,5.0,114000.0
1880,United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,81666.0
1882,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,10.0,65332.0
1887,Poland,Masters,25.0,49956.0
1893,Germany,Masters,4.0,101312.0
1894,United Kingdom of Great Britain and Northern Ireland,PostGrad,6.0,82922.0
1899,United States of America,Bachelor,10.0,110000.0
1903,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,113075.0
1906,United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,46487.0
1908,Germany,Masters,3.0,79983.0
1912,United States of America,Masters,9.0,175000.0
1915,United States of America,less than bachelor's,13.0,129000.0
1919,Poland,Bachelor,5.0,63828.0
1922,Canada,Bachelor,4.0,70276.0
1925,Germany,Bachelor,9.0,122640.0
1927,Germany,Masters,5.0,55455.0
1930,Netherlands,less than bachelor's,7.0,63984.0
1941,Sweden,Masters,8.0,64608.0
1944,Spain,less than bachelor's,10.0,63986.0
1945,Spain,Bachelor,0.5,20472.0
1950,Poland,Bachelor,9.0,63828.0
1956,United States of America,Bachelor,1.0,89000.0
1958,United States of America,Masters,6.0,150000.0
1965,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,125639.0
1967,United States of America,Bachelor,6.0,53000.0
1973,Germany,Masters,7.0,138637.0
1976,Poland,less than bachelor's,2.0,14136.0
1977,Sweden,less than bachelor's,8.0,141396.0
1979,United States of America,less than bachelor's,7.0,90000.0
1983,Sweden,less than bachelor's,11.0,63994.0
1984,United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,106793.0
1986,India,Masters,11.0,46430.0
1991,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,3.0,69102.0
1995,Germany,Masters,10.0,133305.0
1997,United States of America,Bachelor,5.0,130000.0
2006,Germany,Masters,2.0,67186.0
2009,United States of America,Bachelor,3.0,140000.0
2010,Netherlands,Bachelor,3.0,51192.0
2013,United States of America,Bachelor,2.0,120000.0
2017,United States of America,less than bachelor's,3.0,92000.0
2021,United States of America,Bachelor,3.0,86000.0
2024,United States of America,Bachelor,4.0,105000.0
2027,Brazil,less than bachelor's,17.0,16704.0
2029,Sweden,less than bachelor's,6.0,81263.0
2030,France,Masters,13.0,69318.0
2038,Sweden,Bachelor,12.0,93864.0
2044,United Kingdom of Great Britain and Northern Ireland,Masters,26.0,90460.0
2045,United Kingdom of Great Britain and Northern Ireland,Bachelor,0.5,26384.0
2046,United States of America,Bachelor,18.0,175000.0
2051,United States of America,Bachelor,4.0,164000.0
2056,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,26.0,84178.0
2058,United States of America,Masters,4.0,115000.0
2059,United States of America,Masters,3.0,150000.0
2060,Canada,Bachelor,2.0,49583.0
2063,United States of America,less than bachelor's,8.0,95000.0
2067,United States of America,Bachelor,6.0,150000.0
2073,United States of America,Bachelor,5.0,80000.0
2081,United States of America,Bachelor,25.0,140000.0
2084,United States of America,Bachelor,2.0,82500.0
2093,Sweden,Masters,1.0,58512.0
2094,United States of America,less than bachelor's,26.0,165000.0
2095,United States of America,less than bachelor's,6.0,125000.0
2096,United Kingdom of Great Britain and Northern Ireland,Bachelor,10.0,75384.0
2106,Germany,Masters,5.0,57588.0
2108,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,51512.0
2112,United States of America,Bachelor,8.0,135000.0
2115,Brazil,less than bachelor's,10.0,12468.0
2121,Sweden,Bachelor,5.0,57288.0
2123,Germany,Bachelor,5.0,58654.0
2126,United States of America,Masters,4.0,135000.0
2127,Sweden,less than bachelor's,1.0,42660.0
2140,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,8.0,75384.0
2145,United States of America,Bachelor,3.0,95000.0
2146,United States of America,Bachelor,14.0,150000.0
2151,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,80409.0
2154,United States of America,Bachelor,1.0,170000.0
2157,France,Masters,7.0,79983.0
2159,Italy,Masters,7.0,44790.0
2162,United States of America,Bachelor,9.0,170000.0
2164,Germany,less than bachelor's,11.0,87444.0
2165,United States of America,less than bachelor's,3.0,65000.0
2167,United States of America,less than bachelor's,5.0,120000.0
2169,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,82922.0
2170,France,Masters,2.0,36259.0
2173,Spain,Masters,10.0,53322.0
2174,Canada,Masters,10.0,171785.0
2176,United States of America,Bachelor,2.0,80000.0
2179,Poland,Masters,22.0,33300.0
2181,Poland,Bachelor,11.0,29412.0
2183,Australia,Bachelor,17.0,108280.0
2185,United States of America,less than bachelor's,3.0,99000.0
2186,United States of America,less than bachelor's,0.5,80000.0
2190,United Kingdom of Great Britain and Northern Ireland,Masters,3.0,62820.0
2198,United States of America,Bachelor,3.0,155000.0
2200,Canada,Bachelor,5.0,35138.0
2206,United States of America,Bachelor,0.5,78000.0
2210,France,Masters,5.0,31993.0
2213,United States of America,Bachelor,1.0,65000.0
2215,United States of America,PostGrad,18.0,130000.0
2216,United States of America,less than bachelor's,7.0,115000.0
2217,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,87948.0
2220,France,Masters,27.0,99179.0
2239,Canada,Bachelor,2.0,62467.0
2241,Canada,Masters,5.0,62467.0
2242,Sweden,Masters,8.0,70092.0
2245,United States of America,Bachelor,25.0,130000.0
2248,United States of America,Bachelor,2.0,140000.0
2252,United States of America,less than bachelor's,2.0,30000.0
2254,United States of America,less than bachelor's,8.0,127000.0
2257,Germany,Masters,4.0,86381.0
2260,Italy,less than bachelor's,8.0,60894.0
2263,Germany,Bachelor,3.0,65053.0
2264,United States of America,Bachelor,13.0,165000.0
2266,Germany,Masters,8.0,95979.0
2270,United Kingdom of Great Britain and Northern Ireland,Masters,7.0,75384.0
2271,France,Bachelor,1.0,44790.0
2275,United States of America,Bachelor,2.0,97600.0
2281,United States of America,Masters,6.0,145000.0
2282,Germany,Masters,8.0,95979.0
2283,United States of America,Bachelor,28.0,170000.0
2284,United States of America,Bachelor,10.0,120000.0
2293,Netherlands,Bachelor,2.0,44790.0
2295,United States of America,Bachelor,3.0,70000.0
2299,France,Masters,6.0,38392.0
2302,Netherlands,Masters,8.0,102372.0
2308,Canada,Bachelor,6.0,124935.0
2310,United Kingdom of Great Britain and Northern Ireland,Bachelor,13.0,131921.0
2311,United States of America,Bachelor,6.0,90000.0
2312,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,8.0,62820.0
2315,Canada,less than bachelor's,6.0,100000.0
2316,United States of America,Bachelor,4.0,90000.0
2317,Canada,Bachelor,2.0,49974.0
2320,Germany,less than bachelor's,5.0,56521.0
2329,United States of America,Bachelor,0.5,60000.0
2333,Germany,Bachelor,2.0,74651.0
2335,United States of America,Masters,10.0,84000.0
2337,United States of America,Bachelor,9.0,130000.0
2338,Poland,Bachelor,5.0,100000.0
2340,United States of America,Bachelor,4.0,95000.0
2341,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,29525.0
2344,Australia,less than bachelor's,0.5,54494.0
2345,Germany,Bachelor,8.0,106644.0
2347,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,49251.0
2352,United States of America,PostGrad,20.0,100000.0
2354,United States of America,Masters,12.0,46570.0
2362,Brazil,Bachelor,10.0,37392.0
2367,United Kingdom of Great Britain and Northern Ireland,Masters,21.0,62820.0
2369,United Kingdom of Great Britain and Northern Ireland,PostGrad,15.0,113076.0
2371,Germany,Masters,16.0,76788.0
2372,United States of America,less than bachelor's,12.0,120000.0
2375,Spain,less than bachelor's,18.0,117308.0
2379,Germany,Bachelor,18.0,83182.0
2380,United States of America,Masters,4.0,110000.0
2381,Germany,Bachelor,15.0,108777.0
2384,Poland,Bachelor,0.5,23592.0
2385,United States of America,Bachelor,14.0,161000.0
2387,United States of America,less than bachelor's,1.0,102000.0
2389,United States of America,Masters,7.0,130000.0
2392,United States of America,Bachelor,3.0,141000.0
2399,United States of America,less than bachelor's,0.5,48000.0
2409,Germany,Masters,3.0,81049.0
2410,Italy,PostGrad,1.0,27727.0
2413,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,65298.0
2416,United States of America,Bachelor,4.0,78500.0
2421,Spain,PostGrad,1.0,15997.0
2423,Poland,Masters,8.0,52728.0
2427,United States of America,Bachelor,8.0,140000.0
2428,Sweden,less than bachelor's,10.0,146268.0
2431,United States of America,Bachelor,1.0,84000.0
2432,Canada,Bachelor,7.0,70276.0
2435,United States of America,less than bachelor's,1.0,110000.0
2436,Italy,less than bachelor's,10.0,50123.0
2438,Sweden,Bachelor,10.0,56076.0
2439,Canada,Bachelor,0.5,59539.0
2441,Poland,Bachelor,4.0,41628.0
2445,Canada,Bachelor,8.0,81988.0
2450,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,22.0,111819.0
2451,Netherlands,Bachelor,5.0,49908.0
2455,France,Masters,3.0,38658.0
2458,United States of America,Bachelor,1.0,70000.0
2460,Canada,less than bachelor's,0.5,58563.0
2463,United States of America,less than bachelor's,6.0,120000.0
2464,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,59679.0
2468,Australia,Bachelor,4.0,49540.0
2469,United States of America,Bachelor,4.0,88000.0
2476,Australia,Bachelor,11.0,74310.0
2480,United States of America,Bachelor,2.0,74000.0
2481,United Kingdom of Great Britain and Northern Ireland,Masters,5.0,54025.0
2482,United Kingdom of Great Britain and Northern Ireland,PostGrad,8.0,95486.0
2484,Italy,less than bachelor's,18.0,53322.0
2488,United States of America,Bachelor,2.0,79992.0
2489,United States of America,less than bachelor's,25.0,160000.0
2490,United States of America,Masters,0.5,74000.0
2497,France,Masters,4.0,67186.0
2499,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,144485.0
2500,France,Masters,6.0,66119.0
2503,United States of America,less than bachelor's,7.0,110000.0
2507,United States of America,Bachelor,5.0,100000.0
2510,United States of America,Bachelor,1.0,95000.0
2513,United Kingdom of Great Britain and Northern Ireland,Bachelor,15.0,86691.0
2514,Germany,Bachelor,7.0,117308.0
2518,France,Masters,8.0,58654.0
2521,United States of America,PostGrad,0.5,129500.0
2523,United Kingdom of Great Britain and Northern Ireland,Masters,3.0,106793.0
2524,United States of America,Bachelor,8.0,135000.0
2526,United Kingdom of Great Britain and Northern Ireland,Masters,2.0,69102.0
2528,Australia,Bachelor,5.0,48761.0
2530,Italy,Masters,6.0,42657.0
2536,United States of America,PostGrad,12.0,100000.0
2543,Sweden,less than bachelor's,2.0,39012.0
2545,United States of America,Bachelor,2.0,140000.0
2547,United States of America,Bachelor,2.0,65000.0
2549,Germany,Masters,5.0,83182.0
2550,United States of America,less than bachelor's,25.0,160000.0
2554,United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,90460.0
2555,Netherlands,Bachelor,4.0,82116.0
2556,United Kingdom of Great Britain and Northern Ireland,Bachelor,7.0,54025.0
2568,United States of America,Masters,27.0,85000.0
2573,Australia,Bachelor,6.0,73602.0
2575,Australia,Bachelor,8.0,70771.0
2576,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,62820.0
2579,Germany,Bachelor,10.0,79983.0
2581,Poland,less than bachelor's,6.0,20808.0
2582,United States of America,Bachelor,21.0,120000.0
2589,Canada,Bachelor,4.0,113222.0
2590,Germany,less than bachelor's,12.0,63986.0
2591,United States of America,Bachelor,11.0,155000.0
2592,United States of America,Masters,3.0,27000.0
2595,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,94230.0
2596,Australia,Bachelor,27.0,127388.0
2597,Australia,Masters,1.0,56617.0
2598,United States of America,Bachelor,7.0,142000.0
2603,United States of America,less than bachelor's,24.0,120000.0
2605,Netherlands,Bachelor,5.0,122640.0
2608,United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,82922.0
2610,Germany,PostGrad,3.0,31993.0
2613,United States of America,Bachelor,5.0,70000.0
2614,Germany,less than bachelor's,20.0,67824.0
2615,United Kingdom of Great Britain and Northern Ireland,Bachelor,9.0,94230.0
